Square Footage,Bedrooms,Bathrooms,Location,Garage,Swimming Pool,House Age,House Price ($)
3299,5,3,Noida,1,0,14,790580
2378,4,3,Warangal,1,0,17,682543
2773,1,1,Mysore,1,1,16,756929
4943,2,1,Karimnagar,1,0,28,948162
2719,3,3,Rajahmundry,1,0,9,687428
3042,4,3,Delhi,2,0,2,804713
1795,4,2,Nellore,1,1,4,610131
1896,2,1,Faridabad,0,0,20,480910
2961,2,3,Navi Mumbai,1,1,41,785668
1209,4,3,Patna,0,1,36,507841
3863,2,1,Belgaum,0,0,37,770136
4879,4,1,Rajahmundry,0,0,6,915194
3656,2,3,Madurai,0,0,1,763292
3494,2,3,Kakinada,1,1,45,900169
3507,4,3,Nanded,1,1,3,900323
1967,5,1,Guwahati,1,0,37,642799
1471,4,3,Hyderabad,1,0,45,541088
4791,1,3,Salem,1,1,42,1085476
3417,2,3,Indore,2,1,3,928903
3947,3,2,Ambala,0,1,43,930208
4563,2,2,Nellore,0,0,33,849010
1922,1,1,Kadapa,2,0,15,569696
1136,3,3,Kolkata,2,1,4,588860
1366,3,3,Bokaro,1,1,15,575100
3959,4,1,Panipat,1,0,7,847617
1183,5,1,Tirupati,0,1,47,506346
4659,4,1,Salem,1,0,4,920347
4358,3,3,Agra,0,1,3,993802
3519,3,2,Bangalore,1,1,23,922644
2398,5,1,Raipur,1,1,14,723569
3701,2,3,Hapur,0,1,6,878229
3796,5,1,Bikaner,2,0,33,963615
1536,4,3,Panchkula,2,1,9,658817
4582,2,1,Kakinada,1,1,12,959868
3849,4,3,Kanpur,2,0,35,930621
2602,5,1,Warangal,1,0,31,655352
2273,2,2,Udupi,2,0,3,607963
3967,5,1,Guntur,2,1,46,1025549
3557,1,1,Etawah,0,0,36,744862
3677,3,2,Bharuch,2,1,13,905857
4049,2,1,Hapur,1,0,13,851272
2096,3,2,Navsari,0,1,34,610343
2305,1,3,Warangal,2,0,21,658953
1915,2,2,Puducherry,0,0,34,527976
4431,3,2,Madurai,2,0,42,1022147
4081,3,3,Jalandhar,1,1,43,1045325
4282,2,2,Mangalore,1,1,28,975662
4906,3,2,Gopalpur,0,0,47,940516
1151,3,3,Jalandhar,2,1,35,567617
2028,2,1,Lucknow,2,1,14,664734
2218,3,1,Bharuch,0,1,18,592165
2977,3,2,Sangli,0,1,19,763156
4354,4,1,Shillong,1,1,19,1044818
3511,4,1,Ranchi,0,0,33,724579
4184,1,2,Panipat,2,1,35,985430
1270,4,3,Rajahmundry,0,0,20,471721
2186,4,1,Thane,1,0,29,602507
1459,1,2,Noida,0,0,8,343328
1104,3,3,Ulhasnagar,2,1,25,610686
4764,3,1,Parbhani,0,1,17,1052207
4627,4,3,Hubli,0,0,1,968490
4353,1,2,Nellore,0,0,38,842139
2710,3,3,Karimnagar,1,0,49,676488
3209,5,3,Ambala,1,0,30,853308
3398,2,2,Puducherry,1,1,28,818141
1433,2,1,Arrah,1,0,33,498100
3899,2,1,Nanded,2,0,13,818459
1139,4,3,Guwahati,2,1,24,573520
2494,2,3,Guntur,1,0,44,678173
4203,2,3,Udupi,1,1,37,973478
1086,5,3,Jhansi,1,0,22,481736
2711,3,1,Vijayawada,0,1,13,719377
3230,5,2,Ranchi,2,1,40,997849
3415,4,2,Chandigarh,0,1,12,793466
1128,2,2,Kollam,1,0,41,394455
2269,3,3,Jalandhar,2,1,49,766191
4672,2,3,Kolkata,1,0,46,944378
2601,2,2,Parbhani,0,1,7,637700
1669,4,1,Amritsar,2,1,36,701089
4970,2,2,Vijayawada,0,1,29,1043117
4449,1,1,Gandhinagar,2,0,29,943994
1148,3,3,Rampur,1,1,26,537801
1984,3,2,Ujjain,2,1,27,669984
1851,1,2,Lucknow,0,1,24,587204
2456,4,3,Nanded,0,1,31,766010
1627,2,1,Guntur,0,0,7,427705
4797,2,2,Rourkela,0,0,17,919233
2492,3,2,Bhavnagar,1,1,49,795288
3493,4,1,Hyderabad,0,1,33,830785
3044,4,2,Gopalpur,1,1,34,822009
4552,4,2,Jhansi,2,1,18,1078476
1883,2,3,Raipur,0,0,41,488328
3341,4,1,Guwahati,2,1,5,914555
2788,1,2,Bangalore,2,1,1,723475
4214,5,2,Kota,1,0,7,967369
1249,4,3,Ambala,0,1,34,504313
3925,5,2,Thane,1,1,3,989931
1947,2,3,Varanasi,0,0,36,536423
1974,4,2,Shillong,2,1,35,772040
2325,3,3,Muzaffarpur,1,0,12,626715
4096,2,1,Amravati,0,1,15,925043
3836,1,1,Ghaziabad,2,0,4,814160
1983,1,2,Navi Mumbai,1,0,33,577136
1888,5,2,Tirupati,1,1,16,702261
3937,5,3,Varanasi,1,1,29,1006592
4972,3,3,Hyderabad,1,1,6,1115118
3117,3,1,Ulhasnagar,2,1,49,867100
3672,1,2,Arrah,2,0,37,824887
1874,4,3,Nashik,2,1,23,686053
4183,1,1,Tiruchirappalli,2,1,13,1019716
4435,1,1,Bhavnagar,0,1,44,915554
2326,3,3,Rampur,2,0,1,699513
1470,5,2,Salem,1,0,12,501239
2987,3,1,Rajahmundry,1,0,27,743705
1090,3,3,Amravati,1,0,25,418487
1529,3,1,Hyderabad,1,0,22,432388
1660,1,2,Bangalore,0,1,34,485775
1738,4,3,Patna,1,1,18,611177
3773,1,2,Ambala,1,1,41,928860
1871,2,2,Mysore,1,0,16,534469
2686,3,1,Gopalpur,2,1,29,773946
1191,3,2,Bilaspur,2,0,30,528077
2986,2,1,Jodhpur,0,0,30,603425
4623,3,3,Gurgaon,0,0,20,909631
4313,3,3,Chennai,0,0,47,849701
3185,3,1,Vadodara,1,0,22,689241
1344,2,1,Varanasi,0,1,42,476342
4251,1,1,Ambala,2,1,34,1005386
2008,3,2,Firozabad,2,1,4,707457
4783,4,3,Davanagere,2,1,31,1173870
3550,2,3,Bikaner,1,0,14,784757
1202,5,2,Bikaner,1,1,8,561396
1572,2,1,Shillong,0,1,37,567564
1191,1,3,Gandhinagar,0,0,5,330278
3052,2,2,Delhi,0,0,8,670093
2913,5,1,Hubli,0,0,11,689011
4308,4,3,Amritsar,1,1,29,1024990
2716,5,1,Bhubaneswar,2,1,21,868999
1310,2,2,Vijayawada,1,1,39,535267
3596,5,3,Parbhani,0,0,13,752727
3103,2,1,Gopalpur,1,0,49,767487
1442,4,1,Chennai,2,0,19,580268
2260,4,1,Coimbatore,1,0,3,595325
1869,1,2,Navsari,2,0,34,563903
4932,4,1,Ulhasnagar,0,0,38,986627
4268,3,3,Jodhpur,1,1,19,1021425
1584,5,3,Mysore,0,0,32,522849
2594,5,1,Navi Mumbai,0,0,47,613744
3799,2,2,Noida,2,0,36,856947
2537,4,3,Ghaziabad,2,0,39,773713
4520,1,3,Kadapa,0,0,14,899017
1359,1,3,Tirupati,2,0,7,522180
2723,1,1,Bijapur,2,0,20,708780
3866,3,3,Ranchi,0,0,32,798530
3077,4,1,Parbhani,0,0,46,723960
2802,1,1,Warangal,2,1,31,737406
3011,3,1,Panchkula,0,1,22,778079
3155,5,1,Thane,0,1,5,751669
1843,2,1,Nellore,2,1,31,710413
2625,4,3,Hubli,1,0,15,690079
3764,4,1,Mumbai,1,1,44,944508
1890,5,1,Bijapur,0,1,17,604287
2991,4,1,Vadodara,2,0,37,785489
2982,4,1,Ujjain,0,0,19,632324
1959,4,1,Bhopal,2,0,10,639205
2468,4,1,Kottayam,0,0,44,581955
3940,3,3,Nanded,0,1,34,935540
2461,3,1,Nanded,2,0,49,741346
1731,2,1,Srinagar,0,0,25,431224
4961,4,3,Kanpur,1,0,37,1034506
1605,5,3,Bikaner,1,1,28,691010
3504,1,2,Hubli,2,1,15,849727
1614,2,3,Bhiwandi,0,0,20,439804
4806,1,3,Jaipur,1,1,13,1077105
3745,1,1,Surat,2,0,20,864221
3004,4,2,Faridabad,2,1,43,864478
2719,5,1,Tirupati,2,0,31,745331
4566,1,2,Hyderabad,1,1,18,1015941
1673,1,1,Malegaon,1,1,41,592331
2270,2,3,Karimnagar,1,1,48,675705
3590,5,3,Surat,1,0,28,876267
2587,5,2,Muzaffarpur,0,1,47,739451
3904,1,1,Karimnagar,1,1,4,857914
2611,5,1,Mathura,2,1,24,824163
1896,2,3,Kota,0,0,44,553678
2462,2,3,Patna,1,1,45,766905
1277,2,2,Salem,0,0,9,375912
1551,4,3,Rajahmundry,2,0,47,610655
2636,1,2,Firozabad,1,0,32,674267
3158,5,2,Siliguri,0,0,32,715219
3432,2,2,Kollam,1,0,39,805307
4904,1,2,Kanpur,0,1,21,1045250
1760,1,3,Gandhinagar,0,0,44,475087
4262,4,2,Davanagere,2,1,42,1074084
4561,5,3,Sangli,2,1,39,1210968
3741,5,2,Kochi,1,0,46,839959
2449,2,3,Bareilly,1,0,27,672721
1404,2,2,Lucknow,0,0,47,386119
2358,1,3,Vadodara,2,1,36,747657
2232,5,1,Bhopal,2,1,8,732721
1021,5,2,Kolkata,0,1,19,515877
1677,2,2,Parbhani,2,1,29,668440
3658,3,1,Vadodara,2,1,19,905163
3028,1,1,Surat,0,1,5,658848
2231,5,2,Bhiwandi,1,1,22,767427
3055,4,3,Madurai,1,1,35,877976
3749,4,2,Mathura,1,1,10,967720
4758,3,3,Rajahmundry,0,0,15,903789
2808,2,1,Noida,1,1,2,726139
1528,2,3,Indore,0,0,42,446675
3037,2,2,Ulhasnagar,0,0,22,600298
3649,4,1,Bhiwandi,2,1,48,982666
2676,2,1,Jodhpur,2,1,35,828579
1656,4,2,Muzaffarpur,1,1,39,692916
1165,3,2,Bangalore,0,1,19,476076
1848,1,1,Mysore,1,1,47,631148
1495,5,3,Vijayawada,1,1,12,674215
1589,3,3,Mathura,2,0,34,601263
1428,4,3,Bardhaman,1,0,45,509542
3821,3,2,Gurgaon,1,1,20,940528
1162,5,1,Kanpur,2,0,7,487171
3413,1,3,Bokaro,1,0,24,771827
4597,5,1,Panipat,1,0,3,966539
2262,4,3,Bharuch,0,0,6,561008
1071,5,1,Kanpur,1,0,33,436811
4516,3,2,Dehradun,2,0,34,968581
1654,2,2,Kanpur,2,1,33,624750
4893,3,2,Hapur,0,0,29,964399
4580,4,3,Ranchi,2,0,23,1070576
4866,1,2,Guwahati,2,0,4,956636
1268,5,2,Madurai,2,0,5,550587
2776,1,2,Bilaspur,1,1,34,733205
3462,4,1,Noida,0,0,16,694729
2268,5,1,Gandhinagar,0,1,40,660792
2015,3,1,Gurgaon,0,0,47,532480
3722,3,1,Bhopal,0,1,43,888926
2083,4,1,Delhi,2,0,42,696544
1005,5,1,Muzaffarpur,1,0,3,432889
4780,3,1,Nashik,2,0,43,1081497
1981,4,2,Bokaro,2,1,49,749839
3617,4,2,Srinagar,2,1,42,977238
4888,1,3,Siliguri,2,1,49,1166190
1406,3,2,Varanasi,0,1,14,524907
4288,5,1,Jamshedpur,0,0,33,927356
2953,3,1,Rajahmundry,1,0,28,692517
3073,3,3,Bokaro,2,1,41,860425
4886,3,2,Patna,0,0,15,940429
4076,4,2,Kadapa,1,0,4,846825
1985,2,3,Kota,2,0,20,636854
4603,2,1,Bijapur,2,1,25,1066280
1389,1,1,Bikaner,0,1,35,482502
1709,3,1,Hapur,2,0,39,566023
3618,2,1,Coimbatore,2,1,22,964829
2471,1,3,Muzaffarpur,0,1,35,647898
1753,4,2,Ghaziabad,1,1,47,635119
3193,3,1,Nagpur,1,1,28,851719
2411,5,2,Gopalpur,0,0,10,554112
3832,4,2,Arrah,0,1,16,870416
2272,1,1,Salem,1,1,49,668427
1525,4,1,Bhavnagar,1,0,23,537109
2485,5,1,Bokaro,0,1,19,681180
3060,4,2,Bharuch,0,0,1,651877
3950,1,3,Gandhinagar,0,0,1,804321
3431,5,1,Salem,2,1,46,957664
1555,5,2,Nellore,0,0,26,492722
3934,4,2,Mysore,2,0,34,970850
4470,5,1,Madurai,1,1,2,1016892
1018,4,3,Rourkela,1,1,28,604466
1574,3,1,Ulhasnagar,0,1,20,500447
4562,5,1,Amravati,0,0,42,955235
3798,4,3,Bokaro,1,0,47,913152
2003,3,1,Etawah,1,0,27,578156
3466,5,1,Madurai,1,0,28,841171
4408,3,3,Noida,1,0,31,929548
3466,5,2,Rampur,0,0,47,773439
2938,1,2,Agra,2,1,7,760242
2939,1,2,Rajahmundry,1,0,8,697456
2635,4,2,Tiruchirappalli,1,0,32,659517
2698,2,2,Lucknow,2,1,11,736476
4999,1,1,Aligarh,0,0,48,927069
3169,2,3,Visakhapatnam,2,0,26,736973
1431,3,2,Srinagar,0,0,25,442143
3091,3,3,Pune,0,1,7,825413
2895,2,2,Faridabad,0,1,20,694020
2943,4,1,Ambala,0,1,41,742173
2340,5,2,Ulhasnagar,0,1,30,698543
3428,2,2,Tirupati,1,0,1,775791
1144,2,3,Kolkata,0,0,18,355927
4398,2,3,Hapur,1,1,8,1014274
3410,2,1,Kollam,0,0,29,679329
2073,2,3,Mangalore,1,0,40,569005
2088,4,3,Amritsar,2,0,22,639964
3402,1,3,Jhansi,2,1,32,946454
1799,5,1,Panipat,1,0,40,577641
4235,1,1,Delhi,0,1,14,874973
4212,2,1,Kota,1,0,2,811519
3873,1,3,Mathura,1,0,35,880397
2151,4,3,Surat,0,1,7,679801
3445,3,1,Bikaner,2,1,3,860632
2956,1,3,Kadapa,1,0,15,702132
3927,5,3,Kadapa,2,1,43,1079287
1462,4,2,Firozabad,2,1,34,692745
2774,3,1,Chennai,2,0,22,690192
3045,4,1,Parbhani,1,1,18,791423
4907,2,3,Rampur,1,1,46,1108688
1807,3,3,Vijayawada,0,1,18,563891
1186,5,2,Ambala,0,1,34,527412
2743,3,1,Patna,1,1,36,741187
1731,5,1,Hyderabad,0,1,46,654218
2935,2,3,Panchkula,2,0,39,814233
2213,5,1,Siliguri,2,1,47,776011
2411,4,3,Coimbatore,1,1,38,739339
1428,1,2,Karimnagar,2,0,37,488970
3905,4,3,Malegaon,1,1,18,1016000
2307,4,2,Jodhpur,1,1,43,703016
4935,3,3,Surat,1,0,40,1082303
3284,2,2,Jhansi,2,0,29,793493
2217,1,2,Mangalore,1,1,12,641084
2310,5,1,Bhopal,1,1,18,742630
1770,3,3,Gopalpur,0,0,31,534273
1757,2,1,Agra,2,1,15,655421
1135,1,1,Muzaffarpur,1,1,40,465040
1791,4,3,Ahmedabad,0,0,30,525754
4854,2,1,Hapur,1,0,36,973315
1170,2,1,Bokaro,2,0,28,499631
3206,2,1,Salem,0,1,15,714085
3248,4,3,Davanagere,0,0,43,780512
4558,5,1,Noida,1,1,33,1042506
2580,3,1,Kanpur,1,0,2,582255
1961,5,1,Pune,2,0,8,584160
4847,1,3,Warangal,2,1,48,1094816
3630,3,2,Karimnagar,1,0,33,860790
4575,1,2,Puducherry,0,1,35,929467
1875,4,2,Davanagere,2,1,18,695066
3418,5,2,Hubli,2,1,26,960281
1102,2,1,Mangalore,0,1,48,511897
2001,3,3,Ahmedabad,1,1,21,700594
2148,2,1,Aligarh,2,0,28,607012
4384,1,3,Nashik,0,0,20,865803
4023,2,1,Vadodara,2,1,45,1004343
3845,2,2,Bikaner,0,1,20,857421
2481,4,2,Ghaziabad,2,1,4,756267
4301,4,3,Indore,1,1,36,1037328
1657,5,1,Patna,0,0,34,517550
3929,1,2,Gandhinagar,2,0,45,894468
2220,4,3,Puducherry,2,0,13,622845
4956,4,1,Hyderabad,0,0,31,997365
3780,5,3,Tirupati,0,0,39,825019
1422,3,1,Mangalore,1,0,7,477750
3619,5,1,Jamshedpur,0,1,17,881579
4681,2,1,Jamshedpur,2,0,42,1029848
1170,2,3,Chennai,1,0,12,428969
4453,4,3,Gandhinagar,0,1,30,1062811
3220,4,1,Bangalore,2,1,48,895262
3710,5,2,Bikaner,0,1,34,873904
1452,5,1,Surat,2,1,22,669385
3397,1,3,Nanded,2,1,21,936099
4973,2,1,Karimnagar,1,0,9,959484
2975,5,3,Gandhinagar,1,1,12,857412
2657,3,1,Mysore,0,1,17,689028
3541,1,1,Puducherry,1,1,16,824399
3667,5,2,Nellore,0,0,5,828014
4075,4,2,Vadodara,1,1,19,945318
4164,5,3,Panchkula,1,1,28,1044336
3966,4,1,Parbhani,0,0,17,767129
3053,4,3,Siliguri,1,1,22,893964
1287,2,1,Davanagere,1,0,35,460494
2641,2,1,Navi Mumbai,1,0,49,643562
4217,5,1,Patna,1,1,15,1051634
4854,5,2,Ambala,0,0,19,1018097
2447,3,3,Surat,2,1,47,813504
2913,1,1,Bhopal,0,1,26,716500
1607,1,1,Bhubaneswar,0,1,44,506992
1456,5,3,Ludhiana,0,0,44,547820
2764,2,3,Rampur,1,0,35,692670
2225,3,1,Navsari,1,0,43,620390
2235,1,2,Muzaffarpur,2,0,23,577571
2029,5,2,Thane,1,0,10,558367
3671,2,1,Agra,2,1,22,920323
3423,2,2,Bhubaneswar,2,1,47,958049
4962,2,3,Gurgaon,1,1,11,1123170
1446,4,2,Jalandhar,2,0,26,553487
1834,2,3,Agra,0,0,1,415665
4177,5,3,Bangalore,0,0,36,957392
4722,3,3,Navsari,0,1,21,1063061
1810,5,3,Rajahmundry,2,1,8,698821
2424,2,2,Panipat,2,0,20,663141
4167,3,3,Bharuch,0,1,45,976402
2411,1,1,Panchkula,1,0,17,544273
1958,1,3,Warangal,0,1,15,551327
2475,5,1,Visakhapatnam,1,0,21,658072
3896,3,3,Bijapur,1,0,1,836029
1808,5,3,Siliguri,2,1,3,762446
1978,3,2,Jamshedpur,2,1,31,752984
4972,3,3,Nagpur,1,0,31,1065835
3463,5,3,Nanded,1,1,21,926634
1725,3,2,Faridabad,1,1,23,572596
4575,2,2,Bangalore,2,1,17,1055642
3501,3,1,Rampur,0,0,22,770036
4362,3,2,Udupi,1,1,22,1031101
4605,5,1,Warangal,2,1,36,1171868
2216,1,3,Bareilly,0,1,8,609987
3197,4,1,Bikaner,2,1,47,925089
2903,3,2,Bareilly,0,0,8,607481
3806,4,3,Tirupati,2,0,14,952273
1778,3,1,Ambala,0,0,38,436611
1972,5,1,Vadodara,1,1,24,677343
3810,5,1,Belgaum,2,0,22,952584
4049,3,3,Rampur,0,1,15,927718
2538,5,1,Bharuch,0,0,20,652726
2416,5,1,Firozabad,0,0,27,646633
4387,3,2,Gurgaon,1,1,28,999675
3123,1,1,Kota,2,1,22,853898
1598,3,3,Tirupati,0,1,31,600714
4341,1,2,Chandigarh,1,0,9,870651
1224,5,3,Guwahati,1,1,23,584425
2553,1,2,Bhubaneswar,1,1,5,713362
3160,5,2,Siliguri,1,1,45,909832
3298,1,1,Warangal,1,0,39,750407
4304,1,3,Ujjain,1,1,17,928904
1840,3,1,Nanded,1,0,40,541782
2814,1,2,Hyderabad,2,0,5,680332
1713,5,1,Bokaro,2,1,7,715173
2106,3,2,Rourkela,1,1,8,619903
1124,1,2,Indore,0,1,7,392396
4246,3,3,Varanasi,0,1,22,964670
2092,4,3,Navsari,0,0,44,603472
4118,3,3,Shillong,1,1,38,963477
3931,4,3,Panchkula,0,1,21,951925
2279,4,1,Kochi,2,0,4,644901
2750,3,3,Ahmedabad,2,0,32,794126
1029,5,3,Navi Mumbai,2,1,29,605174
3328,5,3,Udupi,2,1,30,964553
3971,5,2,Salem,1,1,3,975171
3017,2,2,Bhavnagar,2,1,5,806208
4308,4,3,Bardhaman,0,1,19,1011357
4319,3,2,Ulhasnagar,0,0,8,827675
3415,5,2,Nagpur,2,0,37,853441
1494,5,1,Bikaner,2,0,31,532467
4096,3,2,Ulhasnagar,2,1,27,1069652
2609,4,1,Moradabad,0,1,13,650853
1717,3,2,Navi Mumbai,0,1,42,591929
4561,2,3,Parbhani,2,1,6,1025977
2016,2,2,Etawah,0,0,1,443015
4565,3,2,Warangal,0,0,30,935375
2337,4,1,Arrah,1,1,11,708575
1605,5,3,Chandigarh,2,1,41,686559
1374,2,1,Arrah,2,1,31,620991
3686,2,3,Lucknow,1,0,16,841672
2960,4,3,Rajahmundry,1,0,15,697947
2048,2,1,Kolkata,0,1,5,607821
2357,2,2,Firozabad,1,1,15,644182
4426,4,3,Malegaon,2,0,1,948786
1115,3,2,Warangal,2,1,15,542650
3095,5,1,Chandigarh,2,0,36,795042
4809,5,1,Navsari,0,1,48,1129936
2801,2,1,Ahmedabad,0,0,39,627564
3146,5,1,Puducherry,2,1,8,866908
2482,3,3,Visakhapatnam,2,0,22,731118
2546,2,1,Arrah,0,0,27,519423
2620,5,2,Coimbatore,0,1,34,716438
3452,1,2,Sangli,1,0,30,716791
4285,1,3,Siliguri,0,1,12,917909
1684,1,1,Bhiwandi,0,0,2,372359
3950,1,3,Nagpur,2,1,46,1015428
3550,1,3,Navsari,2,1,38,951323
4792,2,3,Bangalore,2,0,22,991596
2471,4,1,Jalandhar,1,1,17,752718
3941,4,2,Madurai,0,1,35,929287
2599,2,2,Hubli,1,1,42,735058
3305,2,3,Mysore,0,1,45,797746
3891,3,3,Belgaum,0,0,23,766535
3168,4,2,Gandhinagar,2,0,29,851212
1809,1,2,Surat,0,1,29,599922
1977,2,1,Jodhpur,1,0,19,477414
3101,1,3,Rajahmundry,2,1,17,853309
4066,4,1,Nanded,1,1,8,927465
2354,5,2,Salem,1,1,7,782724
1783,5,2,Nagpur,2,0,11,624171
1240,2,2,Bangalore,0,1,3,495177
2778,3,2,Noida,1,1,2,802082
2553,1,1,Bijapur,0,0,19,503298
1482,2,2,Navsari,2,1,28,606611
2012,3,3,Salem,0,0,28,522454
1186,1,2,Chandigarh,0,0,25,396074
2881,4,3,Surat,2,0,11,745304
3703,5,2,Kadapa,0,1,40,974898
3309,3,1,Mangalore,1,1,43,834898
1952,1,3,Delhi,1,1,2,590812
2387,2,1,Vijayawada,1,1,12,688240
1490,1,2,Gandhinagar,0,1,41,530670
1430,2,1,Delhi,1,1,38,515077
1238,5,2,Srinagar,0,1,12,495387
3351,5,1,Kota,0,1,25,875102
3345,1,1,Hyderabad,0,1,37,819590
1075,1,3,Salem,0,1,31,466475
4771,2,2,Srinagar,2,1,17,1071731
2356,2,1,Tirupati,1,1,48,687020
2923,3,2,Hapur,1,0,12,706938
4046,3,3,Bareilly,0,0,30,827473
2781,3,1,Kollam,2,1,2,833656
3689,1,2,Raipur,0,1,16,816481
4545,3,1,Pune,1,0,1,952385
1826,1,1,Bokaro,1,0,34,535834
4994,5,1,Aligarh,2,1,45,1184655
3330,4,1,Kolkata,0,1,48,796630
1590,5,3,Madurai,2,1,1,699615
3119,1,3,Siliguri,0,1,36,743176
4334,1,2,Shillong,2,1,3,1005793
3750,4,2,Mumbai,1,0,34,850033
2902,2,1,Ludhiana,2,1,12,755686
2910,2,1,Jalandhar,1,0,45,680337
1574,2,1,Jamshedpur,1,0,27,460797
4047,3,3,Rampur,0,1,37,926049
1891,2,1,Nashik,2,1,25,629799
3059,3,2,Kochi,2,0,12,770897
1140,3,1,Raipur,2,1,33,626122
2789,2,3,Dehradun,2,0,9,741180
4626,2,1,Hubli,0,0,1,810627
1016,4,3,Chandigarh,0,1,23,522026
2086,4,3,Ujjain,0,1,28,686931
1252,3,3,Kanpur,1,1,3,547352
1464,4,3,Ulhasnagar,1,0,38,577161
1375,3,2,Aligarh,1,0,36,444397
2827,1,3,Jodhpur,0,0,44,652138
4028,3,2,Noida,1,1,44,955562
1519,3,2,Noida,2,0,5,512165
2860,4,1,Kottayam,1,1,29,840433
1089,1,1,Delhi,0,1,13,386328
1719,5,3,Kochi,0,0,44,507846
3851,5,1,Panchkula,0,1,4,864548
3843,5,3,Bilaspur,0,0,6,852725
1629,1,1,Kolkata,2,1,38,584127
2884,2,3,Bharuch,1,1,6,736897
4246,1,1,Rourkela,1,0,11,850179
1075,4,1,Agra,0,1,27,446786
4684,3,2,Panchkula,1,0,46,1009572
1925,3,1,Kollam,2,1,35,679339
4734,4,1,Tiruchirappalli,0,0,40,895521
3447,4,3,Bokaro,1,0,4,801399
2805,3,2,Madurai,1,1,27,792194
1969,2,3,Navsari,1,1,16,643700
2094,2,1,Nellore,1,0,18,493908
3028,2,3,Amritsar,0,0,7,633681
4251,4,2,Bareilly,0,0,11,845194
4195,3,3,Ujjain,2,0,8,978560
2404,3,1,Gopalpur,0,1,6,680248
4364,3,3,Karimnagar,1,1,48,1096730
3844,1,1,Puducherry,1,1,5,906905
1194,1,2,Coimbatore,1,1,6,513234
4982,5,2,Rajahmundry,2,1,38,1260127
1227,1,3,Amritsar,0,0,2,329644
4502,2,2,Tirupati,0,0,31,841280
2459,2,3,Malegaon,0,1,39,692251
4858,2,1,Etawah,1,1,32,1108641
1460,2,3,Hubli,1,0,9,450819
1617,5,1,Ahmedabad,1,1,15,637676
4092,2,2,Chhapra,2,1,21,993679
1063,4,1,Amravati,2,0,46,454841
3212,4,1,Noida,1,1,28,895149
3074,4,1,Guwahati,2,1,45,936740
4382,1,1,Amravati,2,1,27,989693
4059,3,1,Dehradun,2,1,5,1009291
1284,5,3,Davanagere,0,0,17,456336
2683,4,1,Patna,2,1,37,835367
3328,4,1,Madurai,1,1,24,883726
1837,2,1,Srinagar,0,0,31,475293
1830,4,1,Bokaro,2,0,35,612986
2187,2,1,Bareilly,1,0,41,590700
4969,2,1,Bikaner,2,1,41,1183681
3965,3,2,Pune,1,0,4,801760
1223,1,3,Bardhaman,1,0,20,418741
1783,2,1,Rajahmundry,2,1,43,623417
4217,2,3,Muzaffarpur,2,0,17,972123
4012,3,2,Lucknow,0,1,46,930736
1949,2,2,Madurai,2,1,10,670042
4939,5,1,Siliguri,1,1,37,1126763
4101,1,3,Kottayam,0,0,21,818313
1044,5,1,Bharuch,1,1,21,502650
2810,4,2,Ranchi,1,0,49,755710
1470,1,2,Moradabad,2,0,16,524181
3081,4,3,Navsari,1,1,33,879015
3700,2,1,Mumbai,2,1,10,884264
4498,3,3,Tiruchirappalli,1,0,44,977707
1829,5,3,Muzaffarpur,0,1,18,680654
2909,4,2,Davanagere,2,0,33,816590
3268,2,3,Raipur,0,0,29,686161
2891,5,2,Ahmedabad,2,0,31,794376
3581,5,1,Warangal,0,0,24,741909
1691,4,3,Chhapra,2,0,12,546154
2390,2,3,Hapur,0,0,20,609819
1931,3,1,Chhapra,0,1,6,584349
1840,4,3,Gopalpur,2,0,8,606172
4814,5,1,Gurgaon,2,0,14,1096455
4058,5,2,Salem,1,1,5,1005516
2938,1,2,Jhansi,1,1,36,791507
2573,2,3,Siliguri,2,0,48,690811
3629,1,2,Warangal,2,0,38,847502
4187,3,2,Ulhasnagar,0,0,3,793339
3286,4,1,Arrah,0,1,36,825167
4406,5,2,Thane,1,0,22,1002257
3488,2,2,Kochi,1,0,8,713471
1147,5,2,Belgaum,1,1,14,573554
2032,1,1,Hyderabad,0,1,7,569529
2311,1,3,Gandhinagar,0,1,4,607368
1387,4,1,Kanpur,0,0,19,404757
4121,2,3,Ujjain,1,1,43,994723
2873,2,3,Bharuch,2,0,47,721971
4588,4,2,Chandigarh,1,1,24,1031240
1915,1,2,Bijapur,0,1,16,576685
2878,1,1,Ghaziabad,1,0,6,599252
3685,1,1,Vijayawada,1,0,44,736094
4658,5,1,Patna,1,1,8,1100638
4748,3,2,Navi Mumbai,1,0,25,934403
1277,1,3,Karimnagar,0,0,32,417404
2977,3,1,Nanded,1,1,25,751990
2859,3,3,Mangalore,0,0,10,637059
4036,2,2,Vadodara,1,0,43,821292
4371,4,2,Sangli,0,1,41,1042194
2825,5,2,Thane,2,0,17,727437
3636,3,2,Bhubaneswar,0,0,46,755207
2833,5,3,Nanded,0,0,3,703875
3696,2,3,Bokaro,2,1,9,928552
1617,1,1,Ujjain,2,0,18,471425
2630,3,3,Mysore,2,0,49,794588
3182,4,3,Ludhiana,2,0,30,817239
1579,2,3,Hyderabad,2,0,5,505789
2170,5,1,Nagpur,2,0,32,630969
1489,1,3,Navsari,1,1,27,598293
3525,5,3,Bharuch,1,0,21,856265
2182,4,3,Ghaziabad,2,1,24,796457
